Estadísticas Climatológicas Normales - período 1991-2020													
													
Se deja constancia que la información vertida en el presente informe puede sufrir variaciones debido a los procesos de consistencia y depuración a los que es sometida la misma	
S/D: Sin Dato	
Las estadísticas de las estaciones que poseen un asterisco(*) en su nombre, fueron confeccionadas con un período algo menor que 1991-2020  


Estación	Valor Medio de	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Sep	Oct	Nov	Dic	
RÍO GALLEGOS AERO	Frecuencia de días con Precipitación superior a 1.0 mm	5.6	4.9	5.6	4.9	4.3	4.5	4.7	3.8	3.3	2.8	4.0	6.4	
RÍO GRANDE B.A.	Temperatura (°C)	11.0	10.4	8.4	5.7	2.9	0.3	0.1	1.6	3.6	6.2	8.5	10.0	
RÍO GRANDE B.A.	Temperatura máxima (°C)	16.0	15.7	13.6	10.6	6.8	3.4	3.2	5.4	8.2	11.4	13.4	14.9	
RÍO GRANDE B.A.	Temperatura mínima (°C)	5.9	5.5	4.1	1.8	-0.5	-2.8	-3.0	-1.4	-0.1	1.6	3.5	4.9	
RÍO GRANDE B.A.	Humedad relativa (%)	74.3	76.4	80.3	84.0	87.5	89.1	88.6	86.3	82.3	76.5	73.5	73.4	
RÍO GRANDE B.A.	Velocidad del Viento (km/h) (2011-2020)	28.7	25.6	24.1	20.7	18.4	19.5	18.6	20.4	22.0	26.8	29.9	28.6	
RÍO GRANDE B.A.	Nubosidad total (octavos)	5.4	5.1	4.9	4.7	4.3	4.0	4.2	4.3	4.6	4.8	5.2	5.4	
RÍO GRANDE B.A.	Precipitación (mm)	37.2	31.4	28.6	30.1	28.8	26.0	26.1	21.8	17.5	16.0	23.6	38.4	
RÍO GRANDE B.A.	Frecuencia de días con Precipitación superior a 1.0 mm	7.3	6.0	6.5	6.5	5.7	5.3	5.9	5.1	4.6	3.7	4.7	7.8	
USHUAIA AERO*	Temperatura (°C)	9.5	9.4	8.4	6.2	4.3	2.5	2.3	2.9	4.3	6.2	7.4	8.6	
USHUAIA AERO*	Temperatura máxima (°C)	13.6	13.6	12.2	9.4	6.9	4.5	4.6	5.7	7.6	10.1	11.5	12.5	
USHUAIA AERO*	Temperatura mínima (°C)	S/D	S/D	S/D	S/D	S/D	S/D	0.2	S/D	S/D	S/D	S/D	S/D	
USHUAIA AERO*	Humedad relativa (%)	71.1	73.0	74.2	77.1	78.5	81.0	79.5	77.0	74.5	70.1	70.7	70.8	
USHUAIA AERO*	Velocidad del Viento (km/h) (2011-2020)	27.4	23.7	21.2	21.4	18.6	19.5	20.0	20.0	22.0	24.9	27.3	26.0	
USHUAIA AERO*	Nubosidad total (octavos)	5.9	5.6	5.5	5.3	4.8	5.0	5.0	5.1	5.2	5.3	5.7	5.9	
USHUAIA AERO*	Precipitación (mm)	45.1	34.6	38.3	47.0	35.3	42.5	35.8	38.4	30.5	28.4	38.9	43.0	
USHUAIA AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	8.6	7.5	7.9	9.2	7.8	9.3	8.1	8.6	7.4	6.9	8.6	9.2	
BASE ESPERANZA	Temperatura (°C)	1.5	0.9	-2.0	-5.5	-7.4	-10.4	-10.8	-9.5	-6.9	-4.1	-0.9	0.8	
BASE ESPERANZA	Temperatura máxima (°C)	4.3	3.9	1.4	-1.7	-3.2	-6.2	-6.4	-5.1	-2.6	-0.2	2.3	3.8	
BASE ESPERANZA	Temperatura mínima (°C)	-1.2	-2.0	-5.2	-8.9	-11.2	-14.1	-15.0	-13.7	-10.9	-7.8	-3.9	-1.8	
BASE ESPERANZA	Humedad relativa (%)	80.1	79.5	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	79.4	
BASE ESPERANZA	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE ESPERANZA	Nubosidad total (octavos)	6.3	6.0	5.9	5.7	5.4	5.3	5.1	5.3	5.5	5.8	6.0	6.0	
BASE ESPERANZA	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE ESPERANZA	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE ORCADAS	Temperatura (°C)	1.3	1.4	0.3	-1.8	-5.0	-7.5	-9.4	-8.1	-5.6	-2.7	-0.6	0.5	
BASE ORCADAS	Temperatura máxima (°C)	3.6	3.4	2.4	0.4	-2.0	-3.9	-5.3	-4.1	-2.0	0.6	2.5	3.0	
BASE ORCADAS	Temperatura mínima (°C)	-0.7	-0.4	-1.6	-4.1	-8.1	-11.3	-14.1	-12.4	-9.8	-6.0	-3.2	-1.7	
BASE ORCADAS	Humedad relativa (%)	87.1	87.2	88.0	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	86.5	
BASE ORCADAS	Velocidad del Viento (km/h) (2011-2020)	19.2	23.0	23.4	23.5	21.5	20.4	21.6	22.9	23.9	21.6	20.6	18.3	
BASE ORCADAS	Nubosidad total (octavos)	7.5	7.4	7.2	7.2	6.8	6.6	6.2	6.3	6.6	7.1	7.2	7.3	
BASE ORCADAS	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE ORCADAS	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE BELGRANO II	Temperatura (°C)	-2.6	-7.1	-12.3	-16.4	-17.5	-18.9	-20.9	-20.7	-18.4	-14.1	-7.0	-2.7	
BASE BELGRANO II	Temperatura máxima (°C)	0.7	-3.5	-9.1	-13.2	-14.1	-15.7	-17.5	-17.1	-14.9	-10.2	-3.2	0.8	
BASE BELGRANO II	Temperatura mínima (°C)	-6.1	-11.1	-16.5	-20.5	-21.6	-23.0	-25.0	-24.9	-22.8	-18.8	-11.5	-6.8	
BASE BELGRANO II	Humedad relativa (%)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE BELGRANO II	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE BELGRANO II	Nubosidad total (octavos)	5.4	5.0	4.8	4.4	4.0	3.9	4.1	4.3	4.7	4.8	5.0	4.9	
BASE BELGRANO II	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE BELGRANO II	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE CARLINI (EX JÚBANY)	Temperatura (°C)	2.2	2.0	0.9	-1.2	-2.8	-5.2	-5.8	-5.3	-3.7	-1.9	-0.2	1.2	
BASE CARLINI (EX JÚBANY)	Temperatura máxima (°C)	4.3	3.9	2.9	0.9	-0.4	-2.5	-3.0	-2.6	-1.2	0.2	1.7	3.2	
BASE CARLINI (EX JÚBANY)	Temperatura mínima (°C)	0.4	0.2	-1.2	-3.4	-5.3	-8.1	-9.0	-8.3	-6.5	-4.2	-2.2	-0.6	
BASE CARLINI (EX JÚBANY)	Humedad relativa (%)	84.9	85.4	86.8	S/D	S/D	S/D	S/D	S/D	S/D	S/D	87.6	84.7	
BASE CARLINI (EX JÚBANY)	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE CARLINI (EX JÚBANY)	Nubosidad total (octavos)	7.1	7.0	6.9	6.8	6.5	6.4	6.4	6.6	6.7	6.9	7.0	7.0	
BASE CARLINI (EX JÚBANY)	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE CARLINI (EX JÚBANY)	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE MARAMBIO	Temperatura (°C)	-0.8	-1.8	-5.5	-10.0	-11.9	-14.9	-14.9	-13.8	-10.6	-7.3	-3.4	-1.3	
BASE MARAMBIO	Temperatura máxima (°C)	1.7	1.0	-2.1	-6.1	-7.4	-10.7	-10.3	-9.3	-6.1	-3.6	-0.4	1.3	
BASE MARAMBIO	Temperatura mínima (°C)	-3.0	-4.2	-8.6	-13.7	-16.1	-18.7	-19.3	-18.1	-14.8	-11.0	-6.2	-3.7	
BASE MARAMBIO	Humedad relativa (%)	90.2	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	88.4	
BASE MARAMBIO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE MARAMBIO	Nubosidad total (octavos)	6.6	6.4	6.1	5.7	5.0	5.1	4.8	5.0	5.3	5.7	6.2	6.3	
BASE MARAMBIO	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE MARAMBIO	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE SAN MARTÍN	Temperatura (°C)	1.9	1.0	-0.8	-2.9	-4.8	-8.9	-11.5	-11.2	-9.0	-5.3	-1.8	0.8	
BASE SAN MARTÍN	Temperatura máxima (°C)	4.5	3.5	1.7	-0.5	-2.0	-5.5	-7.3	-6.7	-4.8	-1.6	1.5	3.5	
BASE SAN MARTÍN	Temperatura mínima (°C)	-0.5	-1.3	-3.5	-5.5	-7.8	-13.0	-16.1	-16.3	-14.1	-9.6	-5.4	-2.0	
BASE SAN MARTÍN	Humedad relativa (%)	71.2	74.6	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	73.2	
BASE SAN MARTÍN	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE SAN MARTÍN	Nubosidad total (octavos)	6.3	6.5	6.4	6.1	5.9	5.2	5.4	5.8	6.2	6.5	6.3	6.2	
BASE SAN MARTÍN	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BASE SAN MARTÍN	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
